Source Destination Heuristic
258 770 0.4938
258 386 0.5171
258 322 0.4859
258 290 0.3364
258 274 0.3384
258 266 0.7083
258 262 0.4708
258 259 0.6436
259 771 0.5339
259 387 0.5091
259 323 0.5901
259 291 0.5428
259 275 0.9183
259 267 0.4454
259 263 0.4246
260 772 0.5379
260 388 0.5004
260 324 0.7678
260 292 0.4764
260 276 0.4995
260 268 0.6201
260 262 0.5858
260 261 0.4868
261 773 0.5886
261 389 0.2409
261 325 0.2091
261 293 0.2339
261 277 0.2092
261 269 0.4062
261 263 0.1527
262 774 0.5917
262 390 0.6932
262 326 0.3330
262 294 0.3919
262 278 0.3430
262 270 0.4542
262 263 0.2518
263 775 0.2263
263 391 0.1427
263 327 0.1173
263 295 0.1399
263 279 0.0402
263 271 0.2605
264 776 0.5254
264 392 0.4803
264 328 0.3582
264 296 0.3610
264 280 0.5046
264 268 0.4479
264 266 0.6511
264 265 0.2911
265 777 0.3707
265 393 0.4979
265 329 0.1434
265 297 0.1609
265 281 0.2420
265 269 0.3828
265 267 0.1500
266 778 0.7761
266 394 0.6207
266 330 0.9142
266 298 0.5486
266 282 0.6132
266 270 0.6916
266 267 0.5101
267 779 0.4065
267 395 0.4667
267 331 0.0621
267 299 0.1353
267 283 0.0867
267 271 0.2812
268 780 0.3388
268 396 0.7737
268 332 0.4147
268 300 0.7391
268 284 0.5313
268 270 0.4884
268 269 0.5396
269 781 0.3770
269 397 0.4818
269 333 0.3857
269 301 0.6126
269 285 0.6733
269 271 0.5140
270 782 0.2142
270 398 0.3517
270 334 0.4530
270 302 0.2456
270 286 0.2354
270 271 0.4628
271 783 0.6868
271 399 0.3233
271 335 0.3376
271 303 0.5336
271 287 0.5505
272 784 0.6859
272 400 0.7721
272 336 0.4529
272 304 0.5629
272 280 0.6244
272 276 0.4471
272 274 0.4011
272 273 0.3104
273 785 0.5046
273 401 0.1454
273 337 0.4479
273 305 0.0564
273 281 0.1415
273 277 0.0852
273 275 0.5223
274 786 0.5644
274 402 0.2112
274 338 0.4128
274 306 0.5877
274 282 0.2433
274 278 0.2107
274 275 0.6130
275 787 0.8265
275 403 0.5245
275 339 0.7078
275 307 0.8294
275 283 0.5596
275 279 0.5338
276 788 0.4669
276 404 0.2720
276 340 0.5963
276 308 0.5293
276 284 0.4107
276 278 0.2566
276 277 0.2219
277 789 0.1660
277 405 0.3885
277 341 0.3934
277 309 0.4652
277 285 0.4762
277 279 0.0967
278 790 0.1074
278 406 0.2377
278 342 0.3496
278 310 0.4047
278 286 0.1242
278 279 0.1315
279 791 0.2778
279 407 0.1057
279 343 0.4551
279 311 0.3106
279 287 0.3303
280 792 0.5814
280 408 0.5524
280 344 0.6325
280 312 0.8372
280 284 0.5880
280 282 0.4666
280 281 0.4555
281 793 0.5549
281 409 0.5413
281 345 0.5904
281 313 0.3535
281 285 0.5325
281 283 0.1787
282 794 0.5406
282 410 0.4405
282 346 0.5587
282 314 0.1524
282 286 0.1569
282 283 0.1899
283 795 0.5443
283 411 0.1936
283 347 0.3854
283 315 0.3420
283 287 0.3560
284 796 0.4229
284 412 0.5636
284 348 0.3072
284 316 0.3138
284 286 0.2783
284 285 0.6650
285 797 0.6443
285 413 0.6206
285 349 0.9115
285 317 0.5476
285 287 0.7098
286 798 0.3329
286 414 0.4508
286 350 0.0457
286 318 0.1832
286 287 0.3231
287 799 0.6500
287 415 0.6243
287 351 0.4995
287 319 0.4233
288 800 0.3111
288 416 0.1976
288 352 0.2369
288 304 0.4582
288 296 0.3762
288 292 0.3194
288 290 0.2944
288 289 0.4466
289 801 0.6068
289 417 0.4356
289 353 0.3041
289 305 0.2973
289 297 0.3013
289 293 0.3508
289 291 0.3879
290 802 0.5618
290 418 0.4724
290 354 0.5041
290 306 0.5857
290 298 0.1768
290 294 0.2575
290 291 0.2356
291 803 0.3243
291 419 0.1371
291 355 0.1696
291 307 0.4540
291 299 0.2328
291 295 0.2581
292 804 0.5989
292 420 0.5189
292 356 0.2903
292 308 0.5063
292 300 0.5954
292 294 0.2824
292 293 0.2236
293 805 0.5314
293 421 0.3811
293 357 0.5443
293 309 0.4899
293 301 0.4403
293 295 0.2212
294 806 0.5072
294 422 0.2576
294 358 0.4940
294 310 0.4536
294 302 0.1833
294 295 0.2800
295 807 0.1639
295 423 0.3174
295 359 0.2874
295 311 0.4103
295 303 0.4131
296 808 0.5102
296 424 0.2451
296 360 0.5990
296 312 0.6936
296 300 0.6522
296 298 0.2586
296 297 0.2309
297 809 0.0974
297 425 0.1308
297 361 0.4510
297 313 0.2724
297 301 0.3908
297 299 0.1462
298 810 0.3546
298 426 0.2839
298 362 0.5460
298 314 0.0878
298 302 0.1026
298 299 0.1739
299 811 0.3237
299 427 0.5566
299 363 0.1744
299 315 0.3906
299 303 0.3877
300 812 0.6913
300 428 0.8331
300 364 0.7308
300 316 0.5215
300 302 0.4963
300 301 0.8121
301 813 0.4464
301 429 0.7075
301 365 0.7497
301 317 0.4870
301 303 0.6323
302 814 0.0865
302 430 0.1854
302 366 0.5165
302 318 0.1933
302 303 0.3164
303 815 0.5543
303 431 0.6723
303 367 0.4885
303 319 0.4064
304 816 0.6807
304 432 0.5678
304 368 0.3201
304 312 0.7756
304 308 0.6451
304 306 0.7494
304 305 0.3089
305 817 0.0764
305 433 0.1134
305 369 0.2987
305 313 0.2684
305 309 0.4364
305 307 0.3634
306 818 0.8505
306 434 0.8521
306 370 0.5090
306 314 0.4967
306 310 0.7817
306 307 0.8040
307 819 0.4481
307 435 0.7494
307 371 0.6657
307 315 0.6118
307 311 0.6061
308 820 0.5088
308 436 0.8280
308 372 0.8378
308 316 0.4325
308 310 0.6774
308 309 0.7726
309 821 0.8527
309 437 0.8326
309 373 0.7999
309 317 0.5366
309 311 0.6791
310 822 0.5671
310 438 0.5145
310 374 0.3795
310 318 0.4636
310 311 0.5838
311 823 0.5780
311 439 0.7136
311 375 0.7332
311 319 0.4037
312 824 0.7486
312 440 0.8872
312 376 0.7479
312 316 0.5629
312 314 0.5229
312 313 0.7351
313 825 0.4309
313 441 0.4466
313 377 0.7324
313 317 0.3686
313 315 0.5168
314 826 0.0324
314 442 0.4321
314 378 0.4847
314 318 0.1786
314 315 0.3045
315 827 0.5783
315 443 0.5491
315 379 0.4738
315 319 0.4093
316 828 0.3174
316 444 0.5621
316 380 0.1425
316 318 0.2187
316 317 0.1964
317 829 0.4877
317 445 0.2386
317 381 0.1448
317 319 0.2611
318 830 0.2999
318 446 0.2962
318 382 0.2419
318 319 0.2834
319 831 0.2140
319 447 0.2386
319 383 0.5702
320 832 0.0799
320 448 0.3279
320 352 0.0644
320 336 0.1757
320 328 0.2008
320 324 0.4382
320 322 0.2714
320 321 0.0868
321 833 0.1013
321 449 0.3785
321 353 0.1168
321 337 0.5015
321 329 0.0965
321 325 0.1387
321 323 0.2479
322 834 0.2747
322 450 0.6192
322 354 0.6537
322 338 0.5604
322 330 0.6919
322 326 0.3482
322 323 0.4325
323 835 0.3489
323 451 0.2363
323 355 0.2168
323 339 0.3797
323 331 0.2069
323 327 0.2828
324 836 0.6929
324 452 0.7415
324 356 0.5817
324 340 0.8647
324 332 0.5624
324 326 0.5150
324 325 0.4902
325 837 0.4059
325 453 0.3788
325 357 0.5194
325 341 0.3933
325 333 0.1885
325 327 0.1738
326 838 0.5724
326 454 0.1474
326 358 0.4350
326 342 0.3396
326 334 0.3318
326 327 0.1986
327 839 0.1303
327 455 0.5143
327 359 0.2648
327 343 0.5323
327 335 0.1945
328 840 0.5863
328 456 0.3798
328 360 0.5961
328 344 0.4862
328 332 0.3250
328 330 0.6213
328 329 0.2105
329 841 0.3075
329 457 0.2145
329 361 0.4335
329 345 0.4917
329 333 0.1463
329 331 0.0555
330 842 0.6625
330 458 0.7527
330 362 0.9115
330 346 0.8598
330 334 0.6755
330 331 0.4663
331 843 0.1652
331 459 0.3211
331 363 0.1013
331 347 0.3608
331 335 0.1185
332 844 0.3640
332 460 0.2974
332 364 0.4064
332 348 0.1905
332 334 0.3792
332 333 0.2608
333 845 0.1394
333 461 0.2296
333 365 0.5228
333 349 0.6240
333 335 0.2093
334 846 0.5146
334 462 0.5820
334 366 0.7239
334 350 0.2632
334 335 0.3277
335 847 0.4229
335 463 0.4375
335 367 0.2925
335 351 0.2865
336 848 0.4863
336 464 0.1999
336 368 0.2101
336 344 0.4610
336 340 0.6021
336 338 0.4646
336 337 0.5904
337 849 0.6386
337 465 0.8933
337 369 0.6901
337 345 0.8967
337 341 0.7560
337 339 0.6334
338 850 0.3008
338 466 0.4748
338 370 0.3341
338 346 0.7282
338 342 0.5517
338 339 0.5076
339 851 0.3924
339 467 0.5029
339 371 0.5442
339 347 0.5336
339 343 0.6291
340 852 0.8449
340 468 0.6154
340 372 0.9047
340 348 0.4928
340 342 0.6893
340 341 0.7678
341 853 0.7520
341 469 0.6981
341 373 0.7281
341 349 0.8287
341 343 0.7518
342 854 0.6992
342 470 0.4957
342 374 0.3244
342 350 0.2710
342 343 0.6733
343 855 0.5420
343 471 0.8710
343 375 0.8778
343 351 0.6243
344 856 0.5282
344 472 0.4893
344 376 0.5433
344 348 0.3518
344 346 0.7247
344 345 0.7674
345 857 0.5190
345 473 0.6103
345 377 0.9693
345 349 0.9694
345 347 0.7971
346 858 0.5865
346 474 0.5024
346 378 0.8911
346 350 0.4475
346 347 0.7543
347 859 0.6044
347 475 0.3319
347 379 0.5172
347 351 0.5289
348 860 0.1769
348 476 0.4037
348 380 0.1359
348 350 0.0746
348 349 0.5537
349 861 0.9014
349 477 0.5190
349 381 0.5087
349 351 0.7012
350 862 0.4214
350 478 0.2460
350 382 0.1043
350 351 0.2220
351 863 0.3262
351 479 0.3213
351 383 0.6463
352 864 0.4801
352 480 0.4809
352 368 0.0988
352 360 0.4597
352 356 0.2078
352 354 0.4466
352 353 0.0944
353 865 0.4344
353 481 0.0886
353 369 0.3054
353 361 0.4538
353 357 0.4976
353 355 0.0858
354 866 0.6487
354 482 0.6210
354 370 0.4274
354 362 0.8733
354 358 0.7406
354 355 0.4380
355 867 0.2737
355 483 0.5177
355 371 0.3813
355 363 0.1113
355 359 0.1988
356 868 0.4356
356 484 0.6167
356 372 0.6218
356 364 0.4257
356 358 0.5018
356 357 0.6110
357 869 0.4647
357 485 0.6054
357 373 0.8543
357 365 0.8537
357 359 0.6106
358 870 0.4203
358 486 0.5216
358 374 0.4199
358 366 0.8272
358 359 0.5013
359 871 0.2090
359 487 0.2282
359 375 0.6103
359 367 0.3629
360 872 0.5661
360 488 0.4622
360 376 0.6532
360 364 0.6775
360 362 0.8864
360 361 0.8191
361 873 0.7136
361 489 0.4550
361 377 0.9110
361 365 0.8099
361 363 0.4793
362 874 0.7060
362 490 0.6345
362 378 0.9428
362 366 0.9599
362 363 0.5465
363 875 0.4666
363 491 0.0708
363 379 0.2577
363 367 0.2753
364 876 0.4871
364 492 0.4068
364 380 0.3518
364 366 0.7511
364 365 0.6683
365 877 0.5454
365 493 0.4559
365 381 0.4074
365 367 0.6059
366 878 0.6574
366 494 0.9511
366 382 0.5650
366 367 0.6887
367 879 0.4740
367 495 0.2643
367 383 0.6523
368 880 0.3712
368 496 0.0803
368 376 0.2923
368 372 0.5128
368 370 0.0796
368 369 0.3099
369 881 0.3063
369 497 0.7114
369 377 0.7627
369 373 0.6622
369 371 0.6009
370 882 0.2024
370 498 0.0967
370 378 0.4969
370 374 0.1066
370 371 0.3706
371 883 0.7991
371 499 0.5037
371 379 0.5277
371 375 0.7928
372 884 0.5263
372 500 0.6457
372 380 0.5478
372 374 0.5398
372 373 0.8651
373 885 0.7738
373 501 0.4340
373 381 0.4081
373 375 0.8541
374 886 0.4353
374 502 0.2752
374 382 0.1577
374 375 0.5289
375 887 0.6182
375 503 0.4766
375 383 0.8998
376 888 0.7363
376 504 0.2512
376 380 0.3275
376 378 0.7097
376 377 0.7451
377 889 0.7952
377 505 0.6991
377 381 0.5086
377 379 0.6895
378 890 0.5361
378 506 0.6515
378 382 0.5479
378 379 0.6540
379 891 0.5069
379 507 0.6017
379 383 0.6347
380 892 0.5670
380 508 0.1267
380 382 0.1657
380 381 0.0909
381 893 0.4916
381 509 0.4433
381 383 0.4538
382 894 0.5205
382 510 0.3116
382 383 0.5286
383 895 0.7163
383 511 0.7470
384 896 0.3322
384 448 0.4772
384 416 0.1744
384 400 0.6441
384 392 0.4722
384 388 0.3201
384 386 0.4517
384 385 0.2842
385 897 0.5309
385 449 0.4266
385 417 0.2965
385 401 0.2472
385 393 0.4992
385 389 0.2187
385 387 0.2149
386 898 0.4106
386 450 0.6502
386 418 0.6531
386 402 0.3898
386 394 0.4294
386 390 0.7394
386 387 0.3825
387 899 0.1079
387 451 0.1552
387 419 0.1033
387 403 0.1153
387 395 0.5303
387 391 0.2272
388 900 0.4919
388 452 0.4741
388 420 0.5429
388 404 0.2730
388 396 0.6540
388 390 0.6078
388 389 0.2545
389 901 0.3036
389 453 0.4106
389 421 0.3881
389 405 0.4202
389 397 0.3165
389 391 0.2309
390 902 0.4477
390 454 0.5076
390 422 0.5589
390 406 0.5878
390 398 0.5907
390 391 0.5841
391 903 0.4163
391 455 0.5397
391 423 0.3202
391 407 0.2082
391 399 0.2056
392 904 0.6257
392 456 0.5019
392 424 0.3644
392 408 0.5282
392 396 0.8061
392 394 0.4499
392 393 0.6872
393 905 0.8316
393 457 0.5691
393 425 0.4678
393 409 0.7972
393 397 0.5970
393 395 0.8146
394 906 0.4298
394 458 0.4592
394 426 0.3559
394 410 0.4480
394 398 0.2807
394 395 0.5773
395 907 0.6659
395 459 0.7256
395 427 0.8880
395 411 0.5736
395 399 0.5087
396 908 0.9307
396 460 0.6564
396 428 0.8677
396 412 0.8060
396 398 0.6370
396 397 0.7159
397 909 0.2258
397 461 0.3257
397 429 0.5766
397 413 0.4292
397 399 0.2911
398 910 0.2444
398 462 0.4807
398 430 0.2915
398 414 0.5671
398 399 0.2121
399 911 0.3463
399 463 0.4232
399 431 0.4619
399 415 0.3971
400 912 0.8966
400 464 0.5191
400 432 0.7771
400 408 0.7001
400 404 0.5970
400 402 0.5821
400 401 0.6071
401 913 0.2316
401 465 0.5908
401 433 0.2024
401 409 0.5452
401 405 0.4487
401 403 0.1476
402 914 0.4699
402 466 0.2731
402 434 0.4755
402 410 0.4083
402 406 0.2382
402 403 0.1226
403 915 0.3520
403 467 0.3196
403 435 0.4446
403 411 0.1586
403 407 0.0964
404 916 0.1679
404 468 0.2911
404 436 0.5707
404 412 0.4250
404 406 0.2530
404 405 0.4386
405 917 0.7433
405 469 0.6932
405 437 0.7560
405 413 0.5329
405 407 0.3975
406 918 0.4075
406 470 0.3838
406 438 0.3474
406 414 0.5642
406 407 0.2119
407 919 0.4051
407 471 0.5214
407 439 0.5087
407 415 0.3997
408 920 0.3213
408 472 0.4092
408 440 0.6024
408 412 0.5281
408 410 0.5262
408 409 0.6382
409 921 0.6151
409 473 0.5613
409 441 0.6344
409 413 0.6294
409 411 0.5562
410 922 0.7528
410 474 0.3841
410 442 0.7203
410 414 0.7344
410 411 0.4443
411 923 0.2284
411 475 0.1401
411 443 0.4007
411 415 0.4619
412 924 0.7402
412 476 0.6602
412 444 0.8120
412 414 0.7362
412 413 0.5192
413 925 0.6053
413 477 0.2281
413 445 0.3115
413 415 0.5352
414 926 0.8930
414 478 0.6512
414 446 0.5638
414 415 0.7520
415 927 0.5124
415 479 0.4461
415 447 0.4396
416 928 0.2722
416 480 0.4417
416 432 0.3074
416 424 0.0665
416 420 0.3972
416 418 0.3757
416 417 0.1867
417 929 0.4960
417 481 0.2202
417 433 0.2518
417 425 0.2651
417 421 0.4659
417 419 0.1849
418 930 0.3884
418 482 0.5893
418 434 0.7389
418 426 0.5796
418 422 0.4725
418 419 0.3739
419 931 0.1448
419 483 0.4853
419 435 0.4325
419 427 0.4609
419 423 0.1963
420 932 0.5342
420 484 0.8453
420 436 0.8407
420 428 0.7566
420 422 0.4940
420 421 0.6764
421 933 0.7008
421 485 0.4422
421 437 0.7238
421 429 0.6482
421 423 0.4773
422 934 0.2724
422 486 0.2853
422 438 0.3185
422 430 0.2597
422 423 0.2949
423 935 0.4615
423 487 0.2581
423 439 0.6206
423 431 0.5766
424 936 0.1052
424 488 0.1084
424 440 0.4386
424 428 0.4259
424 426 0.2705
424 425 0.1450
425 937 0.5417
425 489 0.1347
425 441 0.3050
425 429 0.4475
425 427 0.5412
426 938 0.6966
426 490 0.3725
426 442 0.6282
426 430 0.3668
426 427 0.6666
427 939 0.8507
427 491 0.4530
427 443 0.7151
427 431 0.8412
428 940 0.4093
428 492 0.5091
428 444 0.8737
428 430 0.5222
428 429 0.7285
429 941 0.6416
429 493 0.4137
429 445 0.4590
429 431 0.7475
430 942 0.2208
430 494 0.6200
430 446 0.2882
430 431 0.5413
431 943 0.7344
431 495 0.4481
431 447 0.5045
432 944 0.5824
432 496 0.3281
432 440 0.6794
432 436 0.7508
432 434 0.6705
432 433 0.3725
433 945 0.1625
433 497 0.5262
433 441 0.2916
433 437 0.5097
433 435 0.4995
434 946 0.4987
434 498 0.4398
434 442 0.7875
434 438 0.5848
434 435 0.7975
435 947 0.5728
435 499 0.5874
435 443 0.6867
435 439 0.8569
436 948 0.8291
436 500 0.6359
436 444 0.9577
436 438 0.6651
436 437 0.8881
437 949 0.8697
437 501 0.4667
437 445 0.5346
437 439 0.8671
438 950 0.6169
438 502 0.4102
438 446 0.3470
438 439 0.6442
439 951 0.8427
439 503 0.4569
439 447 0.5485
440 952 0.5010
440 504 0.3905
440 444 0.8864
440 442 0.7964
440 441 0.5987
441 953 0.3544
441 505 0.4133
441 445 0.3165
441 443 0.4789
442 954 0.6028
442 506 0.5989
442 446 0.5497
442 443 0.6767
443 955 0.7131
443 507 0.6769
443 447 0.3784
444 956 0.9924
444 508 0.5464
444 446 0.6396
444 445 0.6043
445 957 0.6011
445 509 0.5371
445 447 0.2160
446 958 0.4061
446 510 0.3659
446 447 0.2513
447 959 0.4502
447 511 0.4153
448 960 0.5886
448 480 0.7445
448 464 0.3522
448 456 0.5069
448 452 0.6312
448 450 0.6757
448 449 0.6196
449 961 0.6907
449 481 0.3503
449 465 0.7703
449 457 0.4966
449 453 0.6186
449 451 0.3669
450 962 0.4981
450 482 0.5865
450 466 0.5335
450 458 0.6800
450 454 0.4183
450 451 0.4230
451 963 0.5263
451 483 0.5373
451 467 0.3595
451 459 0.3506
451 455 0.4677
452 964 0.6834
452 484 0.7765
452 468 0.4922
452 460 0.4765
452 454 0.3739
452 453 0.6301
453 965 0.8087
453 485 0.4647
453 469 0.6836
453 461 0.4199
453 455 0.7194
454 966 0.5187
454 486 0.2339
454 470 0.3035
454 462 0.3976
454 455 0.4631
455 967 0.7720
455 487 0.4777
455 471 0.8530
455 463 0.7573
456 968 0.3176
456 488 0.2459
456 472 0.3829
456 460 0.3522
456 458 0.5111
456 457 0.3838
457 969 0.6089
457 489 0.2360
457 473 0.3332
457 461 0.2979
457 459 0.4801
458 970 0.7950
458 490 0.4757
458 474 0.3953
458 462 0.6592
458 459 0.6075
459 971 0.2985
459 491 0.2907
459 475 0.2922
459 463 0.6401
460 972 0.6369
460 492 0.2978
460 476 0.5106
460 462 0.5002
460 461 0.2663
461 973 0.3461
461 493 0.1628
461 477 0.1247
461 463 0.4578
462 974 0.3814
462 494 0.8092
462 478 0.5648
462 463 0.6918
463 975 0.7852
463 495 0.4093
463 479 0.4722
464 976 0.1772
464 496 0.0701
464 472 0.2282
464 468 0.2132
464 466 0.2100
464 465 0.5029
465 977 0.6231
465 497 0.9146
465 473 0.6069
465 469 0.8353
465 467 0.7629
466 978 0.3906
466 498 0.2374
466 474 0.2490
466 470 0.4187
466 467 0.4700
467 979 0.4308
467 499 0.4624
467 475 0.3011
467 471 0.7447
468 980 0.6683
468 500 0.3563
468 476 0.5262
468 470 0.4218
468 469 0.5456
469 981 0.4609
469 501 0.4039
469 477 0.3884
469 471 0.8172
470 982 0.5460
470 502 0.4465
470 478 0.4708
470 471 0.6934
471 983 0.8757
471 503 0.4698
471 479 0.5678
472 984 0.4677
472 504 0.1972
472 476 0.5413
472 474 0.2671
472 473 0.3322
473 985 0.6008
473 505 0.3401
473 477 0.1600
473 475 0.1452
474 986 0.1820
474 506 0.2629
474 478 0.3010
474 475 0.0800
475 987 0.4029
475 507 0.4163
475 479 0.1242
476 988 0.5857
476 508 0.3945
476 478 0.5752
476 477 0.3690
477 989 0.0978
477 509 0.4536
477 479 0.1391
478 990 0.5175
478 510 0.4534
478 479 0.3453
479 991 0.5726
479 511 0.4219
480 992 0.6596
480 496 0.4624
480 488 0.4835
480 484 0.8898
480 482 0.6553
480 481 0.4751
481 993 0.0958
481 497 0.4945
481 489 0.0897
481 485 0.1965
481 483 0.5205
482 994 0.6174
482 498 0.2903
482 490 0.3822
482 486 0.4021
482 483 0.7007
483 995 0.7961
483 499 0.6401
483 491 0.4773
483 487 0.5472
484 996 0.5230
484 500 0.6405
484 492 0.5978
484 486 0.6365
484 485 0.6111
485 997 0.2660
485 501 0.1851
485 493 0.2077
485 487 0.2230
486 998 0.5433
486 502 0.3770
486 494 0.6456
486 487 0.2485
487 999 0.4977
487 503 0.0944
487 495 0.1297
488 1000 0.4456
488 504 0.0602
488 492 0.1915
488 490 0.2104
488 489 0.0981
489 1001 0.1613
489 505 0.2430
489 493 0.1010
489 491 0.0465
490 1002 0.4126
490 506 0.3432
490 494 0.6258
490 491 0.1588
491 1003 0.1870
491 507 0.4148
491 495 0.0599
492 1004 0.6151
492 508 0.1817
492 494 0.6068
492 493 0.1943
493 1005 0.4940
493 509 0.4918
493 495 0.1143
494 1006 0.9557
494 510 0.6977
494 495 0.5268
495 1007 0.2979
495 511 0.3590
496 1008 0.1929
496 504 0.0391
496 500 0.2132
496 498 0.0974
496 497 0.4818
497 1009 0.6696
497 505 0.6478
497 501 0.4832
497 499 0.6141
498 1010 0.2299
498 506 0.2513
498 502 0.2652
498 499 0.2298
499 1011 0.3277
499 507 0.5776
499 503 0.1875
500 1012 0.4848
500 508 0.2245
500 502 0.3810
500 501 0.2146
501 1013 0.4753
501 509 0.4692
501 503 0.0565
502 1014 0.6987
502 510 0.4291
502 503 0.2229
503 1015 0.3696
503 511 0.3237
504 1016 0.0578
504 508 0.0505
504 506 0.1930
504 505 0.2051
505 1017 0.5464
505 509 0.6338
505 507 0.6113
506 1018 0.2514
506 510 0.4152
506 507 0.5992
507 1019 0.7409
507 511 0.7139
508 1020 0.2918
508 510 0.2727
508 509 0.4791
509 1021 0.5316
509 511 0.7365
510 1022 0.3492
510 511 0.5300
511 1023 0.7925
512 768 0.3950
512 640 0.2960
512 576 0.1031
512 544 0.0774
512 528 0.0086
512 520 0.4469
512 516 0.3759
512 514 0.2944
512 513 0.3855
513 769 0.4847
513 641 0.8202
513 577 0.7103
513 545 0.4841
513 529 0.7985
513 521 0.6515
513 517 0.8330
513 515 0.8576
514 770 0.5604
514 642 0.3723
514 578 0.5343
514 546 0.5040
514 530 0.4678
514 522 0.3550
514 518 0.7726
514 515 0.7665
515 771 0.5902
515 643 0.6370
515 579 0.9023
515 547 0.6713
515 531 0.5063
515 523 0.6402
515 519 0.8887
516 772 0.5709
516 644 0.4670
516 580 0.7063
516 548 0.7434
516 532 0.7559
516 524 0.7375
516 518 0.8542
516 517 0.8235
517 773 0.8922
517 645 0.8115
517 581 0.7549
517 549 0.8427
517 533 0.4742
517 525 0.4584
517 519 0.8642
518 774 0.8269
518 646 0.9062
518 582 0.8836
518 550 0.9406
518 534 0.5725
518 526 0.9762
518 519 0.8949
519 775 0.6341
519 647 0.7735
519 583 0.4396
519 551 0.7852
519 535 0.4251
519 527 0.5593
520 776 0.8016
520 648 0.7767
520 584 0.5129
520 552 0.5210
520 536 0.7126
520 524 0.8085
520 522 0.5075
520 521 0.7129
521 777 0.5162
521 649 0.4232
521 585 0.2902
521 553 0.7495
521 537 0.4002
521 525 0.2769
521 523 0.4341
522 778 0.3563
522 650 0.0828
522 586 0.5598
522 554 0.0948
522 538 0.5498
522 526 0.5586
522 523 0.2288
523 779 0.5451
523 651 0.4974
523 587 0.5143
523 555 0.2170
523 539 0.4420
523 527 0.3108
524 780 0.4232
524 652 0.6428
524 588 0.7348
524 556 0.7365
524 540 0.6284
524 526 0.8595
524 525 0.3725
525 781 0.1256
525 653 0.3343
525 589 0.4320
525 557 0.2148
525 541 0.1114
525 527 0.1535
526 782 0.5010
526 654 0.9695
526 590 0.9487
526 558 0.6178
526 542 0.7283
526 527 0.6406
527 783 0.5778
527 655 0.4409
527 591 0.5132
527 559 0.1699
527 543 0.5089
528 784 0.4039
528 656 0.4146
528 592 0.0909
528 560 0.0452
528 536 0.2742
528 532 0.3886
528 530 0.1820
528 529 0.4216
529 785 0.8978
529 657 0.5441
529 593 0.8442
529 561 0.4667
529 537 0.5473
529 533 0.4396
529 531 0.4472
530 786 0.6272
530 658 0.5341
530 594 0.5193
530 562 0.4077
530 538 0.6626
530 534 0.2676
530 531 0.2077
531 787 0.3582
531 659 0.5161
531 595 0.4329
531 563 0.3989
531 539 0.3080
531 535 0.0427
532 788 0.6903
532 660 0.7850
532 596 0.5463
532 564 0.4728
532 540 0.6469
532 534 0.4742
532 533 0.4066
533 789 0.1274
533 661 0.4369
533 597 0.3978
533 565 0.2124
533 541 0.1271
533 535 0.0351
534 790 0.1016
534 662 0.2727
534 598 0.1510
534 566 0.3687
534 542 0.3246
534 535 0.1027
535 791 0.2549
535 663 0.0226
535 599 0.4082
535 567 0.3383
535 543 0.3747
536 792 0.5131
536 664 0.5056
536 600 0.5500
536 568 0.6665
536 540 0.5325
536 538 0.7549
536 537 0.3999
537 793 0.5676
537 665 0.4019
537 601 0.3419
537 569 0.4269
537 541 0.2347
537 539 0.4081
538 794 0.8971
538 666 0.9498
538 602 0.9022
538 570 0.9414
538 542 0.7196
538 539 0.7630
539 795 0.7609
539 667 0.5072
539 603 0.5452
539 571 0.4947
539 543 0.6401
540 796 0.4357
540 668 0.6903
540 604 0.6078
540 572 0.4194
540 542 0.4972
540 541 0.3674
541 797 0.3338
541 669 0.4167
541 605 0.4869
541 573 0.4060
541 543 0.4667
542 798 0.5391
542 670 0.3807
542 606 0.2781
542 574 0.5714
542 543 0.5966
543 799 0.7173
543 671 0.4536
543 607 0.4880
543 575 0.3767
544 800 0.2027
544 672 0.4359
544 608 0.3346
544 560 0.1140
544 552 0.1515
544 548 0.4449
544 546 0.2871
544 545 0.1759
545 801 0.4446
545 673 0.3330
545 609 0.3639
545 561 0.1523
545 553 0.5821
545 549 0.4938
545 547 0.2977
546 802 0.6629
546 674 0.2256
546 610 0.6838
546 562 0.4439
546 554 0.2439
546 550 0.6721
546 547 0.4088
547 803 0.3964
547 675 0.6624
547 611 0.4860
547 563 0.5638
547 555 0.2480
547 551 0.5676
548 804 0.8329
548 676 0.4817
548 612 0.8387
548 564 0.4604
548 556 0.7425
548 550 0.8299
548 549 0.7627
549 805 0.8366
549 677 0.6105
549 613 0.6991
549 565 0.5809
549 557 0.5992
549 551 0.7637
550 806 0.8207
550 678 0.6438
550 614 0.5949
550 566 0.7369
550 558 0.5822
550 551 0.8309
551 807 0.4014
551 679 0.6995
551 615 0.6034
551 567 0.6984
551 559 0.3957
552 808 0.3940
552 680 0.2954
552 616 0.1177
552 568 0.4750
552 556 0.4491
552 554 0.1083
552 553 0.5576
553 809 0.5404
553 681 0.5183
553 617 0.7110
553 569 0.7762
553 557 0.6875
553 555 0.5324
554 810 0.3206
554 682 0.4651
554 618 0.3866
554 570 0.4864
554 558 0.1540
554 555 0.0830
555 811 0.2669
555 683 0.1404
555 619 0.4876
555 571 0.2698
555 559 0.0761
556 812 0.6044
556 684 0.7280
556 620 0.6633
556 572 0.5274
